,original_ref,rxn_ref,retro_template,count
659,R77,R66,([C:1]1-[CH:2]-[CH:6]-[CH:5]=[C:4]-[CH:3]-1)>>([C:1]=[CH:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),169
660,R77,R66,([C:1]1-[C:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]=[C:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),162
661,R77,R66,([C:1]1-[C:2]-[CH2:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]=[C:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),161
662,R77,R66,([C:1]1-[CH2:2]-[CH:6]-[CH:5]=[CH:4]-[CH2:3]-1)>>([C:1]=[CH2:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),143
663,R77,R66,([C:3]1-[CH:4]=[C:5]-[CH:6]-[CH2:1]-[CH:2]-1)>>([CH2:1]=[CH:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),129
664,R77,R66,([C:1]1-[C:3]-[CH:4]=[CH:5]-[C:6]-[CH:2]-1)>>([C:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),124
665,R77,R66,([C:1]1-[CH:2]-[CH2:3]-[C:4]=[CH:5]-[CH:6]-1)>>([C:1]=[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),123
666,R77,R66,([CH2:1]1-[CH:6]-[CH:5]=[CH:4]-[CH:3]-[CH:2]-1)>>([CH2:1]=[CH:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),123
667,R77,R66,([C:1]1-[CH:2]-[CH2:3]-[CH:4]=[C:5]-[CH:6]-1)>>([C:1]=[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),117
668,R77,R66,([C:1]1-[C:3]-[CH:4]=[CH:5]-[CH2:6]-[CH:2]-1)>>([C:1]=[CH:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),115
669,R77,R66,([CH:1]1-[CH:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([CH:1]=[CH:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),103
670,R77,R66,([C:3]1-[CH:2]-[CH:1]-[CH:6]-[C:5]=[CH:4]-1)>>([CH:1]=[CH:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),99
671,R77,R66,([C:3]1-[C:1]-[CH2:2]-[C:6]-[CH:5]=[CH:4]-1)>>([C:1]=[CH2:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),81
672,R77,R66,([C:4]1=[CH:5]-[CH2:6]-[CH:2]-[CH2:1]-[CH2:3]-1)>>([CH2:1]=[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH2:6]),74
673,R77,R66,([C:1]1-[CH:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]=[CH:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),64
674,R77,R66,([C:1]1-[C:6]-[C:5]=[C:4]-[C:3]-[CH:2]-1)>>([C:1]=[CH:2]).([C:3]=[C:4]-[C:5]=[C:6]),63
675,R77,R66,([C:4]1=[CH:5]-[CH2:6]-[CH:2]-[CH:1]-[CH2:3]-1)>>([CH:1]=[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH2:6]),60
676,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[C:1]-[CH2:2]-[CH:6]-1)>>([C:1]=[CH2:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),59
677,R77,R66,([C:5]1=[CH:4]-[CH2:3]-[C:1]-[CH2:2]-[CH2:6]-1)>>([C:1]=[CH2:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),58
678,R77,R66,([C:1]1-[CH:2]-[C:3]-[CH:4]=[C:5]-[CH:6]-1)>>([C:1]=[CH:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),52
679,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH2:2]-[C:1]-[CH:3]-1)>>([C:1]=[CH2:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),48
680,R77,R66,([C:1]1-[C:2]-[CH2:3]-[CH:4]=[C:5]-[CH2:6]-1)>>([C:1]=[C:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),47
681,R77,R66,([C:1]1-[C:2]-[CH2:6]-[CH:5]=[CH:4]-[C:3]-1)>>([C:1]=[C:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),47
682,R77,R66,([C:4]1=[CH:5]-[CH:6]-[CH2:2]-[C:1]-[CH2:3]-1)>>([C:1]=[CH2:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),47
683,R77,R66,([C:3]1-[CH2:2]-[C:1]-[CH2:6]-[CH:5]=[CH:4]-1)>>([C:1]=[CH2:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),46
684,R77,R66,([C:1]1-[C:2]-[CH2:3]-[C:4]=[CH:5]-[CH:6]-1)>>([C:1]=[C:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),38
685,R77,R66,([C:3]1-[C:1]-[CH2:2]-[CH:6]-[C:5]=[CH:4]-1)>>([C:1]=[CH2:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),33
686,R77,R66,([C:1]1-[CH2:2]-[CH:6]-[CH:5]=[CH:4]-[CH:3]-1)>>([C:1]=[CH2:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),32
687,R77,R66,([C:1]1-[C:2]-[CH:3]-[C:4]=[CH:5]-[CH:6]-1)>>([C:1]=[C:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),31
688,R77,R66,([C:1]1-[C:2]-[CH2:3]-[CH:4]=[C:5]-[CH:6]-1)>>([C:1]=[C:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),26
689,R77,R66,([C:4]1-[C:3]-[C:1]-[CH2:2]-[C:6]-[C:5]=1)>>([C:1]=[CH2:2]).([C:3]=[C:4]-[C:5]=[C:6]),25
690,R77,R66,([C:1]1-[C:2]-[C:3]-[CH:4]=[CH:5]-[C:6]-1)>>([C:1]=[C:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),23
691,R78,R67,([C:1]1=[CH:2]-[CH:6]-[CH:5]=[CH:4]-[CH2:3]-1)>>([C:1]#[CH:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),1760
692,R78,R67,([C:1]1=[CH:2]-[CH:6]-[CH:5]=[CH:4]-[CH:3]-1)>>([C:1]#[CH:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),1485
693,R78,R67,([C:5]1=[CH:4]-[CH2:3]-[C:1]=[CH:2]-[CH2:6]-1)>>([C:1]#[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),577
694,R78,R67,([C:3]1-[C:1]=[CH:2]-[C:6]-[CH:5]=[CH:4]-1)>>([C:1]#[CH:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),505
695,R78,R67,([C:4]1=[CH:5]-[CH:6]-[CH:2]=[C:1]-[CH:3]-1)>>([C:1]#[CH:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),474
696,R78,R67,([C:3]1-[CH:4]=[CH:5]-[CH2:6]-[C:1]=[CH:2]-1)>>([C:1]#[CH:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),422
697,R78,R67,([C:5]1=[CH:4]-[CH2:3]-[C:1]=[CH:2]-[CH:6]-1)>>([C:1]#[CH:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),420
698,R78,R67,([C:4]1=[CH:5]-[CH:6]-[CH:2]=[C:1]-[CH2:3]-1)>>([C:1]#[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),417
699,R78,R67,([C:1]1=[C:2]-[CH2:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH2:3]=[CH:4]-[CH:5]=[CH:6]),360
700,R78,R67,([C:1]1=[C:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH:3]=[CH:4]-[CH:5]=[CH:6]),244
701,R78,R67,([C:3]1-[C:1]=[CH:2]-[CH:6]-[C:5]=[CH:4]-1)>>([C:1]#[CH:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),216
702,R78,R67,([C:1]1=[CH:2]-[CH:6]-[CH:5]=[CH:4]-[CH:3]-1)>>([C:1]#[CH:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),213
703,R78,R67,([C:4]1-[C:3]-[C:1]=[CH:2]-[C:6]-[C:5]=1)>>([C:1]#[CH:2]).([C:3]=[C:4]-[C:5]=[C:6]),166
704,R78,R67,([C:4]1=[CH:5]-[CH2:6]-[C:1]=[CH:2]-[CH2:3]-1)>>([C:1]#[CH:2]).([CH2:3]=[C:4]-[CH:5]=[CH2:6]),157
705,R78,R67,([C:1]1=[C:2]-[CH2:3]-[CH:4]=[C:5]-[CH2:6]-1)>>([C:1]#[C:2]).([CH2:3]=[CH:4]-[C:5]=[CH2:6]),91
706,R78,R67,([C:1]1=[C:2]-[CH:3]-[C:4]=[CH:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH:3]=[C:4]-[CH:5]=[CH:6]),66
707,R78,R67,([C:1]1=[C:2]-[CH2:6]-[CH:5]=[CH:4]-[C:3]-1)>>([C:1]#[C:2]).([C:3]=[CH:4]-[CH:5]=[CH2:6]),65
708,R78,R67,([C:1]1=[C:2]-[CH:3]-[CH:4]=[CH:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH:3]=[CH:4]\[CH:5]=[CH:6]),58
709,R78,R67,([C:1]1=[C:2]-[CH2:3]-[C:4]=[CH:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH2:3]=[C:4]-[CH:5]=[CH:6]),57
710,R78,R67,([C:1]1=[C:2]-[CH2:3]-[CH:4]=[C:5]-[CH:6]-1)>>([C:1]#[C:2]).([CH2:3]=[CH:4]-[C:5]=[CH:6]),52
711,R78,R67,([C:1]1=[C:2]-[C:3]-[CH:4]=[CH:5]-[C:6]-1)>>([C:1]#[C:2]).([C:3]=[CH:4]-[CH:5]=[C:6]),50
712,R78,R67,([C:1]1=[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1)>>([C:1]#[C:2]).([C:3]=[C:4]-[C:5]=[C:6]),19
713,R78,R67,([C:3]1-[C:2]=[C:1]-[CH:6]-[C:5]=[CH:4]-1)>>([C:1]#[C:2]).([C:3]=[CH:4]-[C:5]=[CH:6]),18
714,R78,R67,([C:1]1=[C:2]-[CH2:6]-[CH:5]=[C:4]-[CH2:3]-1)>>([C:1]#[C:2]).([CH2:3]=[C:4]-[CH:5]=[CH2:6]),16
715,R79,R68,([CH2:2]-[C:1]-[O:3])>>(O=[C:1]).([CH3:2].[OH:3]),6608
716,R79,R68,([CH:2]-[C:1]-[O:3])>>(O=[C:1]).([CH2:2].[OH:3]),2499
717,R79,R68,([C:2]-[C:1]-[O:3])>>(O=[C:1]).([CH:2].[OH:3]),250
718,R80,R69,([c:3]1:[cH:4]:[c:5]:[n:1]:[n:2]:1)>>([NH2:1]-[NH:2]).(O=[C:3]-[CH2:4]-[C:5]=O),2282
719,R80,R69,([c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1)>>([NH2:1]-[NH:2]).(O=[C:3]-[CH:4]-[C:5]=O),670
720,R80,R69,([c:3]1:[c:4]:[cH:5]:[n:1]:[n:2]:1)>>([NH2:1]-[NH:2]).(O=[C:3]-[CH:4]-[CH:5]=O),25
721,R81,R70,([c:3]:[n:2]:[n:1]:[cH:4])>>([NH2:1]-[NH:2]).(O-[C:3].O=[CH:4]),3807
722,R81,R70,([c:4]:[n:1]:[n:2]:[c:3])>>([NH2:1]-[NH:2]).(O-[C:3].O=[C:4]),536
723,R85,R71,([c:3]:[c:2]:[c:1]:[nH:4])>>(O=[C:1]-[CH2:2]).([cH:3].N-[NH:4]),9711
724,R85,R71,([c:3]:[cH:2]:[c:1]:[nH:4])>>(O=[C:1]-[CH3:2]).([cH:3].N-[NH:4]),3536
725,R85,R71,([c:3]:[c:2]:[cH:1]:[nH:4])>>(O=[CH:1]-[CH2:2]).([cH:3].N-[NH:4]),562
726,R86,R72,([c:4]:[c:1]:[c:2]:[n:3])>>(O=[C:1]-[CH2:2]).([NH2:3].O=[C:4]),5828
727,R86,R72,([c:4]:[c:1]:[cH:2]:[n:3])>>(O=[C:1]-[CH3:2]).([NH2:3].O=[C:4]),2049
728,R86,R72,([cH:4]:[c:1]:[c:2]:[n:3])>>(O=[C:1]-[CH2:2]).([NH2:3].O=[CH:4]),1993
729,R86,R72,([cH:4]:[c:1]:[cH:2]:[n:3])>>(O=[C:1]-[CH3:2]).([NH2:3].O=[CH:4]),658
730,R86,R72,([c:4]:[cH:1]:[c:2]:[n:3])>>(O=[CH:1]-[CH2:2]).([NH2:3].O=[C:4]),254
731,R86,R72,([cH:4]:[cH:1]:[c:2]:[n:3])>>(O=[CH:1]-[CH2:2]).([NH2:3].O=[CH:4]),124
732,R87,R73,([c:1]:[c:4]:[c:3]:[c:2]:o)>>(O.[cH:1]).(C-C-O-[C:2]-[CH:3]-[C:4]=O),3483
733,R87,R73,([c:1]:[c:4]:[c:3]:[c:2]:o)>>(O.[cH:1]).(C-O-[C:2]-[CH:3]-[C:4]=O),2252
734,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C-O-[C:2]-[CH2:3]-[C:4]=O),2025
735,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-O-[C:2]-[CH2:3]-[C:4]=O),897
736,R87,R73,([c:1]:[c:4](-[c:5]):[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C-O-[C:2]-[CH2:3]-[C:4](=O)-[c:5]),859
737,R87,R73,([c:1]:[c:4]:[c:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)(-C)-O-[C:2]-[CH:3]-[C:4]=O),412
738,R87,R73,([c:1]:[c:4](-[c:5]):[c:3]:[c:2]:o)>>(O.[cH:1]).(C-C-O-[C:2]-[CH:3]-[C:4](=O)-[c:5]),294
739,R87,R73,([c:1]:[c:4](-[c:5]):[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-O-[C:2]-[CH2:3]-[C:4](=O)-[c:5]),255
740,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)(-C)-O-[C:2]-[CH2:3]-[C:4]=O),242
741,R87,R73,([c:1]:[c:4](-[c:5]):[c:3]:[c:2]:o)>>(O.[cH:1]).(C-O-[C:2]-[CH:3]-[C:4](=O)-[c:5]),235
742,R87,R73,([c:1]:[cH:4]:[c:3]:[c:2]:o)>>(O.[cH:1]).(C-C-O-[C:2]-[CH:3]-[CH:4]=O),120
743,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)-O-[C:2]-[CH2:3]-[C:4]=O),61
744,R87,R73,([c:1]:[c:2]:[cH:3]:[c:4]:o)>>(O.[cH:1]).(O=[C:2]-[CH2:3]-[C:4]-O-C-c1:c:c:c:c:c:1),41
745,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)-C-O-[C:2]-[CH2:3]-[C:4]=O),37
746,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-O-C-C-O-[C:2]-[CH2:3]-[C:4]=O),36
747,R87,R73,([c:1]:[cH:4]:[c:3]:[c:2]:o)>>(O.[cH:1]).(C-O-[C:2]-[CH:3]-[CH:4]=O),28
748,R87,R73,([c:1]:[c:4](-[c:5]):[cH:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)(-C)-O-[C:2]-[CH2:3]-[C:4](=O)-[c:5]),26
749,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(C=C-C-O-[C:2]-[CH2:3]-[C:4]=O),26
750,R87,R73,([c:1]:[c:4]:[cH:3]:[c:2]:o)>>(O.[cH:1]).(N#C-C-C-O-[C:2]-[CH2:3]-[C:4]=O),25
751,R87,R73,([c:1]:[c:4](-[c:5]):[c:3]:[c:2]:o)>>(O.[cH:1]).(C-C(-C)(-C)-O-[C:2]-[CH:3]-[C:4](=O)-[c:5]),20
752,R88,R74,([c:4]:[cH:2]:[c:1]:[o:3])>>([C:1]#[CH:2]).([OH:3].I-[c:4]),8682
753,R89,R75,([c:5]1:[cH:4]:[n:3]:[c:2]:[nH:1]:1)>>([NH2:1]-[C:2]=[NH:3]).(Br-[CH2:4]-[C:5]=O),2885
754,R89,R75,([c:4]1:[c:5]:[nH:1]:[c:2]:[n:3]:1)>>([NH2:1]-[C:2]=[NH:3]).(Br-[CH:4]-[C:5]=O),1967
755,R89,R75,([c:4]1:[cH:5]:[nH:1]:[c:2]:[n:3]:1)>>([NH2:1]-[C:2]=[NH:3]).(Br-[CH:4]-[CH:5]=O),145
756,R90,R76,([C:6]-[C:5]1(-[C:7])-[N:4]-[C:3]-[C:1]-1=[O:2])>>(C-C-O-[C:1](=[O:2])-[C:3]-[N:4]-[CH:5](-[C:6])-[C:7]),1614
757,R90,R76,([C:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-O-[C:1](-[C:2])=[O:3].[C:4]-[CH:5](-[C:6])-[C:7]),1421
758,R90,R76,([C:6]-[C:5]1(-[N:7])-[C:4]-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[C:4]-[CH:5](-[C:6])-[N:7]),980
759,R90,R76,([C:1]-[C:2](=[O:3])-[C:5]1(-[C:4])-[C:6]-[C:7]-1)>>([C:1]-[C:2](=[O:3])-O-C-c1:c:c:c:c:c:1.[C:4]-[CH:5]1-[C:6]-[C:7]-1),555
760,R90,R76,([C:4]-[C:5](-[C:6])(-[N:7])-[C:1](-[C:2])=[O:3])>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3].[C:4]-[CH:5](-[C:6])-[N:7]),497
761,R90,R76,([Br:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-C-O-[C:1](-[C:2])=[O:3].[Br:4]-[CH:5](-[C:6])-[C:7]),486
762,R90,R76,([C:2]-[C:1](=[O:3])-[C:5](-[C:4])(-[C:6])-[C:7])>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3].[C:4]-[CH:5](-[C:6])-[C:7]),465
763,R90,R76,([C:4]-[C:5](-[C:6])(-[N:7])-[C:1](-[C:2])=[O:3])>>(C-O-[C:1](-[C:2])=[O:3].[C:4]-[CH:5](-[C:6])-[N:7]),458
764,R90,R76,([C:6]-[C:5]1(-[C:7])-[N:4]-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[N:4]-[CH:5](-[C:6])-[C:7]),415
765,R90,R76,([C:5]-[C:4]1(-[C:6])-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[CH:4](-[C:5])-[C:6]),411
766,R90,R76,([Br:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-O-[C:1](-[C:2])=[O:3].[Br:4]-[CH:5](-[C:6])-[C:7]),398
767,R90,R76,([C:6]-[C:5]1(-[C:7])-[C:4]-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[C:4]-[CH:5](-[C:6])-[C:7]),395
768,R91,R77,([C:6]-[C:5]1(-[C:7])-[C:4]-[C:3]-[C:1]-1=[O:2])>>(C-C-O-[C:1](=[O:2])-[C:3]-[C:4]-[CH:5](-[C:6])-[C:7]),3688
769,R91,R77,([C:6]-[C:5]1(-[C:7])-[C:4]-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[C:4]-[CH:5](-[C:6])-[C:7]),2432
770,R91,R77,([C:6]-[C:5]1(-[C:7])-[C:4]-[C:3]-[C:1]-1=[O:2])>>(C-C(-C)(-C)-O-[C:1](=[O:2])-[C:3]-[C:4]-[CH:5](-[C:6])-[C:7]),745
771,R91,R77,([C:1]-[C:2](=[O:3])-[C:5]1(-[C:4])-[C:6]-[C:7]-1)>>([C:1]-[C:2](=[O:3])-O-C-c1:c:c:c:c:c:1.[C:4]-[CH:5]1-[C:6]-[C:7]-1),720
772,R91,R77,([C:4]-[C:5](-[C:6])(-[N:7])-[C:1](-[C:2])=[O:3])>>(C-O-[C:1](-[C:2])=[O:3].[C:4]-[CH:5](-[C:6])-[N:7]),665
773,R91,R77,([C:5]-[C:4]1(-[C:6])-[C:3]-[C:1]-1=[O:2])>>(C-O-[C:1](=[O:2])-[C:3]-[CH:4](-[C:5])-[C:6]),560
774,R92,R78,([c:5]:[cH:6]:[c:1](-[c:3]):[o:2]:[c:4])>>(Cl-[C:1](=[O:2])-[c:3]).(O-[c:4].[C:5]-[CH3:6]),3783
775,R92,R78,([c:5]:[c:6]:[c:1](-[c:3]):[o:2]:[c:4])>>(Cl-[C:1](=[O:2])-[c:3]).(O-[c:4].[C:5]-[CH2:6]),1574
776,R93,R79,([c:5]-[c:4]1:[n:3]:[c:1]:[o:2]:n:1)>>(O-[C:1]=[O:2]).([N:3]#[C:4]-[c:5]),22714
777,R93,R79,([c:5]-[c:4]1:[n:3]:[c:1]:[o:2]:n:1)>>([O-]-[C:1]=[O:2]).([N:3]#[C:4]-[c:5]),605
778,R94,R80,([C:1]-[CH2:2]-[CH2:3])>>([CH:1]).([CH2:2]=[CH:3]),2499
779,R94,R80,([CH2:3]-[CH2:2]-[CH:1])>>([CH2:1]).([CH2:2]=[CH:3]),1524
780,R94,R80,([C:1]-[CH:3]-[CH2:2])>>([CH:1]).([CH:2]=[CH:3]),1271
781,R94,R80,([C:1]-[C:2]-[CH2:3])>>([CH:1]).([C:2]=[CH:3]),1228
782,R94,R80,([CH2:2]-[CH:3]-[CH:1])>>([CH2:1]).([CH:2]=[CH:3]),803
783,R94,R80,([CH2:3]-[C:2]-[CH:1])>>([CH2:1]).([C:2]=[CH:3]),763
784,R94,R80,([CH2:6]-[CH2:5]-[C:1]-[C:2](-[O-:3])=[O:4])>>([CH:1]-[N+:2](-[O-:3])=[O:4]).([CH2:5]=[CH:6]),46
785,R94,R80,([CH2:6]-[CH:5]-[C:1]-[C:2](-[O-:3])=[O:4])>>([CH:1]-[N+:2](-[O-:3])=[O:4]).([CH:5]=[CH:6]),28
786,R94,R80,([CH2:6]-[C:5]-[C:1]-[C:2](-[O-:3])=[O:4])>>([CH:1]-[N+:2](-[O-:3])=[O:4]).([C:5]=[CH:6]),23
787,R94,R80,([CH2:6]-[CH2:5]-[CH:1]-[C:2](-[O-:3])=[O:4])>>([CH2:1]-[N+:2](-[O-:3])=[O:4]).([CH2:5]=[CH:6]),20
788,R94,R80,([CH2:5]-[CH:6]-[CH:1]-[C:2](-[O-:3])=[O:4])>>([CH2:1]-[N+:2](-[O-:3])=[O:4]).([CH:5]=[CH:6]),16
789,R95,R81,([C:4]-[CH:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH2:5]-[C:6]),33240
790,R95,R81,([C:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH:5](-[C:6])-[C:7]),14125
791,R95,R81,([C:4]-[CH2:5]-[C:1](-[C:2])=[O:3])>>(C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH3:5]),11812
792,R95,R81,([C:4]-[CH:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH2:5]-[C:6]),9671
793,R95,R81,([C:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH:5](-[C:6])-[C:7]),4266
794,R95,R81,([C:4]-[CH2:5]-[C:1](-[C:2])=[O:3])>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH3:5]),3464
795,R95,R81,([C:4]-[C:5]1(-[C:1](-[C:2])=[O:3])-[C:6]-[C:7]-1)>>(C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH:5]1-[C:6]-[C:7]-1),2206
796,R95,R81,([C:4]-[CH:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(C-C(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH2:5]-[C:6]),866
797,R95,R81,([C:4]-[C:5]1(-[C:1](-[C:2])=[O:3])-[C:6]-[C:7]-1)>>(C-C(-C)(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH:5]1-[C:6]-[C:7]-1),652
798,R95,R81,([C:4]-[C:5](-[C:6])(-[C:7])-[C:1](-[C:2])=[O:3])>>(C-C(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH:5](-[C:6])-[C:7]),341
799,R95,R81,([C:4]-[CH2:5]-[C:1](-[C:2])=[O:3])>>(C-C(-C)-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH3:5]),280
800,R95,R81,([C:4]-[CH:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(C-C-C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH2:5]-[C:6]),242
801,R95,R81,([C:4]-[CH:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(C-C-C-O-[C:1](-[C:2])=[O:3]).([C:4]-[CH2:5]-[C:6]),197
802,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[c:3])>>(Cl-[c:1](:[c:2]):[c:3]).([C:4]-[OH:5]),20443
803,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).([C:4]-[OH:5]),11643
804,R96,R82,([c:2]:[c:1](:[c:3])-[O:4]-[c:5])>>(Cl-[c:1](:[c:2]):[c:3]).([OH:4]-[c:5]),9546
805,R96,R82,([c:2]:[c:1](:[c:3])-[O:4]-[c:5])>>(Br-[c:1](:[c:2]):[c:3]).([OH:4]-[c:5]),5083
806,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([C:4]-[OH:5]),3390
807,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).([C:4]-[OH:5]),1351
808,R96,R82,([C:3]-[O:4]-[CH2:1]-[c:2])>>(Cl-[CH2:1]-[c:2]).([C:3]-[OH:4]),1336
809,R96,R82,([c:5]-[O:4]-[c:1](:[c:2]):[n:3])>>(Cl-[c:1](:[c:2]):[n:3]).([OH:4]-[c:5]),1229
810,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).([C:4]-[OH:5]),964
811,R96,R82,([C:2]-[CH2:1]-[O:3]-[c:4])>>(Cl-[CH2:1]-[C:2]).([OH:3]-[c:4]),782
812,R96,R82,([C:2]-[CH2:1]-[O:3]-[c:4])>>(Br-[CH2:1]-[C:2]).([OH:3]-[c:4]),733
813,R96,R82,([C:4]-[O:5]-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([C:4]-[OH:5]),724
814,R96,R82,([C:3]-[O:4]-[CH2:1]-[C:2])>>(Cl-[CH2:1]-[C:2]).([C:3]-[OH:4]),704
815,R96,R82,([C:3]-[O:4]-[CH2:1]-[C:2])>>(Br-[CH2:1]-[C:2]).([C:3]-[OH:4]),658
